2.234, -9.995, -0.430, -10.565, -3.339, -18.328, -8.399, -1.178, 16.196, -5.231, -10.724, 6.048, 73.309, a
1.809, -11.187, 0.934, -10.402, -3.557, -19.381, -5.394, -0.649, 15.624, -6.778, -6.960, 5.473, 73.565, a
1.047, -12.030, 3.901, -11.065, -5.037, -20.770, -1.831, -1.777, 13.394, -5.419, -4.799, 5.481, 73.898, a
0.944, -12.710, 5.345, -12.352, -7.906, -20.330, -0.951, -1.746, 11.830, -2.741, -4.658, 2.289, 74.144, a
0.894, -13.232, 3.677, -14.063, -9.281, -18.682, -0.094, -3.837, 9.332, -4.196, -3.595, -0.382, 74.889, a
0.533, -12.749, 2.767, -14.257, -9.368, -17.399, -0.823, -3.994, 6.682, -6.212, -1.492, -0.723, 75.843, a
6.345, -12.713, -2.223, -3.802, -4.492, -14.063, -13.121, -5.206, 7.110, -9.783, -15.827, 2.283, 68.781, a
0.354, -11.409, 4.614, -12.870, -10.827, -16.601, -3.290, -4.234, 4.337, -4.989, 0.359, -1.802, 75.587, a
0.373, -9.394, 6.544, -8.863, -10.455, -14.082, -5.017, -3.362, 3.560, -1.896, 1.179, -0.188, 73.160, a
2.860, -5.854, 7.256, -5.082, -13.487, -6.395, -6.514, -3.432, 3.749, -2.156, -1.604, -1.170, 69.706, a
4.028, -5.108, 5.992, -5.523, -17.947, -2.889, -7.491, -10.473, 6.406, -0.530, -4.327, -2.689, 69.700, a
2.157, -8.008, 6.829, -6.751, -18.949, -5.076, -12.920, -9.199, 9.738, 0.516, -6.398, -5.632, 72.088, a
0.493, -10.657, 9.335, -8.262, -18.799, -8.013, -12.099, -7.625, 11.031, 3.218, -7.652, -7.849, 74.108, a
-0.205, -12.719, 10.525, -10.552, -18.577, -8.632, -8.461, -6.078, 9.997, 1.676, -9.230, -8.070, 75.475, a
-0.335, -12.865, 9.555, -11.318, -16.269, -8.933, -5.834, -6.639, 8.583, 0.181, -8.416, -6.599, 76.057, a
0.115, -12.487, 7.760, -11.550, -14.473, -9.547, -5.413, -6.682, 6.467, -1.485, -6.187, -6.833, 75.741, a
0.551, -12.280, 6.433, -11.254, -14.505, -8.714, -6.914, -5.794, 5.082, -2.976, -3.360, -7.993, 75.205, a
6.071, -14.497, -1.427, -6.161, -5.753, -16.526, -10.978, -1.214, 7.090, -9.155, -17.736, -0.423, 70.490, a
0.682, -11.158, 5.001, -9.935, -14.440, -7.775, -8.352, -4.037, 3.813, -2.558, -1.708, -7.999, 74.930, a
1.009, -10.252, 3.951, -9.163, -13.592, -9.263, -8.314, -3.503, 3.097, -1.969, -1.620, -7.131, 74.469, a
1.182, -9.596, 3.197, -7.936, -12.410, -11.725, -8.432, -2.061, 3.456, -1.376, -1.491, -6.100, 73.869, a
-0.237, -5.572, -0.204, -2.940, -13.043, -11.404, -9.202, -0.499, 4.816, -1.959, -0.889, -6.252, 74.417, a
-2.174, -3.171, -4.265, -3.432, -9.420, -8.728, -6.924, 0.887, 3.967, -0.617, -0.421, -4.094, 75.318, a
-3.143, -2.541, -6.167, -4.563, -6.930, -6.829, -6.526, 1.599, 4.089, -0.646, 0.232, -1.687, 73.522, a
-1.356, 0.678, -4.977, -4.084, -5.115, -6.759, -8.808, 0.667, 3.980, -1.965, -0.641, 0.157, 67.750, a
4.690, 5.239, -2.806, -1.754, -8.941, -9.433, -15.971, -4.826, 15.523, 9.680, -8.175, -4.735, 61.361, a
2.400, 1.120, -1.070, 0.902, -12.864, -10.608, -9.625, -1.159, 11.103, 1.367, -3.136, -1.969, 64.452, a
-0.079, -0.798, -0.818, -0.123, -14.352, -9.069, -6.738, -1.458, 6.311, -5.074, -3.611, 0.295, 67.884, a
3.808, -15.214, -1.338, -8.810, -7.585, -19.904, -11.271, -0.554, 6.922, -12.060, -18.718, -2.593, 71.753, a
1.449, -2.375, -0.633, -2.841, -13.237, -7.174, -7.956, -2.107, 9.855, -5.472, -7.301, -0.375, 70.130, a
3.728, -6.284, 1.013, -7.913, -12.224, -10.964, -10.724, -3.291, 11.518, -2.706, -10.543, 0.966, 71.535, a
3.715, -9.540, 0.684, -8.951, -14.571, -12.999, -9.558, -2.526, 9.032, -2.833, -13.010, 3.621, 73.060, a
2.698, -10.886, -1.119, -8.941, -15.124, -11.648, -6.602, -3.663, 10.913, -4.559, -13.109, 4.633, 74.236, a
2.492, -11.864, -0.903, -8.715, -13.281, -10.682, -4.980, -5.297, 14.067, -5.921, -13.826, 4.234, 74.684, a
2.628, -12.537, -0.458, -8.346, -10.468, -10.647, -4.369, -5.248, 15.175, -5.861, -13.651, 3.677, 74.562, a
2.327, -13.873, 0.162, -8.328, -8.796, -11.686, -5.027, -7.334, 14.013, -5.231, -14.365, 4.293, 74.517, a
2.344, -14.363, 0.469, -8.835, -8.209, -11.344, -4.525, -5.697, 15.856, -4.094, -15.426, 3.473, 74.776, a
1.981, -14.215, -1.051, -10.106, -7.947, -10.932, -4.825, -5.206, 16.646, -4.557, -16.444, 1.767, 75.212, a
1.705, -14.123, -1.483, -11.312, -7.088, -11.549, -3.307, -6.510, 16.625, -7.413, -16.479, 3.242, 75.949, a
2.547, -14.235, -1.349, -8.688, -8.009, -20.771, -8.558, 3.074, 6.880, -13.342, -15.008, -2.423, 72.845, a
1.318, -14.051, -1.459, -11.765, -6.931, -12.750, -1.748, -8.222, 14.546, -8.972, -15.098, 4.599, 76.488, a
0.947, -13.705, -2.390, -12.548, -6.628, -13.788, -1.473, -9.566, 11.022, -10.149, -13.579, 4.949, 76.774, a
1.489, -13.180, -2.342, -12.154, -6.479, -14.333, -2.159, -9.909, 11.072, -11.640, -11.215, 4.554, 76.464, a
1.612, -10.661, -3.012, -10.393, -8.540, -13.275, -7.348, -8.721, 11.429, -10.221, -9.840, 2.475, 76.269, a
-0.799, -5.166, -5.498, -8.441, -11.897, -12.607, -12.669, -5.656, 5.663, -7.555, -9.444, -3.058, 76.980, a
-3.745, -2.647, -3.909, -6.131, -11.721, -8.108, -6.073, -3.404, -1.625, -1.658, -5.578, -6.478, 77.838, a
-4.278, -2.286, -0.909, -7.223, -14.111, -4.780, -3.208, -2.732, -0.038, 2.293, -2.590, -6.158, 77.543, a
-2.636, -2.607, 5.537, -11.308, -19.842, -3.037, -3.150, -3.378, 4.292, 4.706, -1.319, -6.558, 75.175, a
-0.184, -6.863, 12.533, -16.590, -16.742, -9.342, -0.959, -7.624, 9.961, 5.230, -4.821, -6.523, 73.419, a
0.098, -7.023, 11.330, -15.145, -17.566, -8.079, -2.181, -7.595, 9.065, 4.859, -5.880, -5.260, 74.006, a
2.191, -13.397, -3.312, -8.779, -7.598, -20.981, -7.733, 6.022, 6.199, -15.823, -10.845, -1.879, 73.213, a
0.141, -7.347, 8.682, -13.883, -18.787, -4.314, -3.355, -5.779, 6.177, 2.805, -5.709, -5.437, 73.967, a
1.159, -7.204, 3.720, -10.736, -14.973, -2.708, -6.670, -7.905, 4.685, 1.321, -6.143, -6.587, 72.058, a
6.417, -6.612, -7.113, -8.515, -8.869, -9.242, -13.892, -13.617, 4.532, -3.134, -8.335, -7.900, 70.397, a
6.460, -9.483, -11.740, -11.260, -6.359, -13.489, -18.855, -11.844, 4.941, -15.198, -8.328, -6.722, 71.113, a
5.718, -11.146, -9.222, -10.486, -4.461, -11.493, -16.239, -9.948, 6.757, -16.475, -6.424, -4.153, 72.324, a
3.775, -13.601, -9.066, -11.129, -7.519, -12.371, -17.052, -12.004, 1.845, -18.513, -8.328, -7.507, 72.649, a
2.416, -14.899, -8.979, -12.175, -9.302, -11.765, -19.425, -9.471, -2.527, -18.773, -8.470, -9.479, 73.373, a
2.969, -14.710, -7.735, -10.148, -7.822, -8.257, -17.510, -5.706, -3.453, -15.869, -5.513, -5.080, 73.703, a
2.885, -14.273, -7.292, -9.040, -6.986, -7.800, -14.813, -5.324, -3.885, -14.144, -4.119, -3.715, 73.949, a
2.499, -14.435, -6.230, -10.905, -8.197, -7.739, -12.645, -4.715, -3.307, -13.507, -5.782, -4.816, 74.412, a
2.358, -13.950, -3.416, -9.205, -7.309, -21.675, -7.649, 6.803, 7.051, -16.612, -9.439, -1.646, 73.488, a
3.025, -14.291, -5.822, -12.184, -10.515, -8.480, -10.383, -4.340, -2.996, -13.784, -6.559, -4.312, 74.710, a
2.837, -13.775, -6.462, -14.258, -11.119, -10.989, -9.512, -4.587, -4.837, -13.624, -7.232, -3.618, 74.869, a
2.064, -13.649, -8.359, -16.166, -12.850, -14.330, -12.153, -6.003, -8.123, -15.117, -9.910, -4.045, 74.475, a
3.019, -11.274, -7.251, -13.190, -10.576, -12.949, -10.731, -3.631, -5.125, -13.087, -8.001, -1.055, 74.144, a
3.541, -10.622, -7.180, -12.789, -10.903, -13.130, -14.436, -4.616, -4.745, -14.526, -7.741, -1.317, 72.704, a
3.975, -9.420, -5.425, -11.635, -9.415, -13.478, -17.094, -5.413, -4.256, -13.442, -7.708, -1.114, 71.642, a
2.982, -4.569, -2.843, -5.969, -9.267, -10.099, -15.988, -4.481, -1.861, -12.131, -5.714, -4.118, 72.548, a
1.655, -0.258, -0.403, -1.937, -10.245, -9.782, -10.891, -1.298, 0.116, -8.287, -3.681, -5.644, 74.033, a
1.613, 0.697, -0.437, -1.694, -12.155, -9.402, -4.233, 3.354, 2.260, -6.529, -3.797, -6.216, 73.341, a
3.885, -2.756, -2.377, -3.287, -14.170, -11.957, -2.818, 6.729, 2.618, -11.625, -0.087, -4.381, 71.481, a
2.005, -14.483, -2.261, -8.932, -7.671, -21.314, -6.262, 6.108, 7.313, -14.946, -8.203, -1.573, 74.028, a
4.166, -9.219, -1.751, -7.429, -14.683, -16.675, -2.651, 2.287, 4.585, -15.564, -1.784, -3.507, 71.510, a
2.980, -11.286, -2.064, -9.366, -14.006, -18.324, -2.349, 0.496, 4.400, -14.330, -3.794, -1.385, 72.606, a
2.694, -12.033, -2.440, -8.865, -11.758, -18.510, -2.722, 1.208, 5.539, -12.523, -4.230, 1.110, 73.199, a
2.282, -12.336, -3.683, -7.522, -11.172, -19.692, -1.683, 0.092, 6.563, -12.256, -3.398, 1.496, 73.267, a
2.447, -12.980, -5.189, -5.582, -11.864, -19.412, -1.640, -0.726, 6.596, -12.042, -4.285, 2.528, 73.075, a
2.403, -13.222, -5.350, -5.293, -11.655, -20.012, -1.678, -1.260, 6.598, -11.328, -6.795, 3.303, 73.175, a
2.112, -14.260, -4.261, -6.346, -11.065, -21.538, -1.340, -4.549, 10.599, -12.756, -8.694, 4.618, 73.819, a
2.180, -14.837, -4.353, -7.677, -11.162, -22.594, -3.063, -6.248, 11.905, -13.322, -10.696, 3.730, 73.638, a
2.658, -12.082, -4.348, -7.476, -11.703, -21.845, -7.617, -4.050, 10.646, -10.121, -12.970, 4.010, 73.623, a
1.964, -8.648, -3.645, -5.494, -10.618, -18.231, -11.210, 0.133, 8.557, -7.955, -12.378, 3.454, 73.416, a
5.603, -9.576, -4.489, -4.596, -2.559, -11.903, -5.727, 0.035, 17.911, -13.561, -3.737, -3.417, 69.397, a
1.032, -14.780, -1.391, -9.135, -7.380, -22.681, -6.339, 5.001, 6.110, -13.961, -7.919, -0.986, 74.632, a
2.504, -5.879, -1.357, -3.080, -12.326, -15.819, -11.485, 2.911, 6.629, -6.413, -7.669, 2.077, 72.014, a
4.280, -8.089, 0.735, -2.707, -16.193, -16.066, -8.488, 6.191, 8.213, -5.348, -3.595, 3.563, 71.747, a
3.770, -10.256, 1.597, -4.583, -15.364, -16.638, -7.936, 8.142, 6.722, -3.924, -2.428, 2.649, 72.117, a
3.020, -10.651, 0.892, -5.414, -14.894, -15.933, -6.781, 7.722, 6.204, -5.131, -2.361, 0.535, 72.663, a
3.071, -10.831, 0.104, -4.938, -15.206, -13.583, -6.187, 7.208, 5.693, -6.121, -0.692, -0.011, 72.689, a
2.810, -12.448, 1.355, -5.826, -14.443, -12.092, -5.747, 5.893, 4.690, -5.151, -1.676, -0.306, 73.234, a
2.429, -12.936, 1.001, -7.749, -15.160, -12.022, -5.874, 5.686, 4.196, -5.516, -3.884, -2.919, 73.335, a
2.476, -13.125, 2.317, -8.302, -16.128, -11.876, -5.127, 7.116, 4.888, -6.603, -4.187, -4.007, 73.456, a
2.223, -12.957, 2.420, -9.390, -16.325, -13.419, -4.333, 5.876, 3.977, -8.799, -4.007, -2.474, 73.906, a
2.307, -12.078, 1.886, -8.588, -15.939, -14.666, -4.768, 4.123, 2.811, -11.096, -2.511, -2.569, 74.230, a
0.738, -14.484, -1.829, -9.213, -6.245, -23.938, -6.535, 3.689, 5.337, -12.927, -7.776, -0.973, 74.755, a
0.836, -8.273, -0.888, -6.118, -17.425, -15.064, -8.060, 2.603, 0.222, -11.116, -1.924, -4.186, 73.829, a
-2.511, -3.157, -4.177, -4.860, -13.553, -12.807, -6.783, 0.306, -4.808, -9.614, -2.033, -1.722, 73.295, a
-3.183, -0.922, -5.158, -6.572, -10.284, -9.001, -9.491, -8.265, -10.917, -10.261, -0.860, 3.438, 72.260, a
-1.250, -5.016, -4.890, -4.779, -8.843, -11.662, -15.562, -10.946, -9.918, -14.184, -1.701, 7.732, 70.710, a
0.046, -14.008, -6.454, -8.354, -9.793, -16.999, -19.985, -17.969, -10.266, -15.651, -6.379, 7.148, 69.682, a
1.147, -16.326, -3.617, -6.521, -6.465, -13.692, -17.049, -15.584, -6.857, -13.040, -4.827, 7.491, 71.072, a
-0.021, -18.284, -3.332, -8.114, -5.162, -17.930, -17.568, -16.726, -7.584, -15.678, -7.005, 3.737, 71.927, a
-1.207, -19.343, -3.080, -9.136, -5.397, -19.336, -19.702, -16.316, -7.372, -15.101, -8.756, 0.363, 72.817, a
-0.873, -19.201, -1.488, -7.274, -3.316, -16.593, -16.324, -12.676, -4.620, -11.375, -5.995, 0.354, 73.852, a
-1.543, -20.065, -2.242, -8.514, -3.961, -16.172, -16.651, -12.418, -7.525, -12.090, -7.004, -2.128, 74.253, a
0.616, -12.267, -2.925, -5.660, -7.445, -19.204, -5.754, 5.284, 4.017, -8.942, -8.008, 1.567, 75.057, a
-1.191, -19.359, -0.428, -6.754, -2.182, -13.722, -14.555, -10.225, -7.726, -10.471, -6.530, -1.427, 74.554, a
-1.355, -19.369, -0.244, -5.783, 0.082, -13.430, -14.114, -10.648, -6.622, -10.767, -6.048, -0.698, 74.593, a
-1.951, -19.827, -0.402, -6.291, 0.089, -13.839, -15.806, -11.802, -7.137, -10.486, -5.303, -1.255, 74.407, a
-2.148, -19.898, 0.326, -6.333, 1.400, -12.599, -14.621, -11.437, -7.545, -10.137, -6.925, -0.876, 74.640, a
-2.590, -20.693, 0.095, -7.809, 1.243, -14.034, -15.028, -13.760, -7.887, -12.161, -7.938, -1.259, 75.024, a
-3.070, -20.542, 1.926, -6.747, 2.457, -15.836, -15.039, -14.137, -6.823, -11.791, -6.379, 0.007, 75.166, a
-2.733, -20.420, 3.102, -5.703, 4.619, -15.956, -15.507, -10.261, -5.573, -9.587, -4.493, 1.223, 75.701, a
-2.557, -20.775, 2.838, -5.250, 4.510, -17.185, -17.668, -9.322, -5.369, -8.170, -3.043, 0.844, 75.821, a
-2.839, -21.373, 2.746, -5.371, 2.497, -19.740, -20.422, -11.785, -3.702, -7.299, -4.684, -1.475, 75.322, a
-2.437, -20.223, 2.238, -5.029, 1.751, -18.721, -19.361, -11.120, -1.058, -6.837, -5.878, -2.028, 75.158, a
-1.517, -7.903, -6.404, -2.287, -9.160, -15.192, -4.625, 4.779, 2.234, -8.908, -6.453, 1.642, 76.019, a
-2.268, -18.211, 1.336, -4.987, 1.510, -18.499, -18.476, -11.305, 0.419, -6.567, -5.630, -1.229, 74.982, a
-2.039, -16.761, 0.225, -5.167, 2.273, -17.783, -19.185, -13.505, -0.791, -6.806, -4.724, 1.223, 74.453, a
-1.262, -16.303, 0.641, -4.302, 4.580, -15.240, -19.668, -14.403, -1.327, -5.348, -4.204, 6.874, 74.458, a
0.736, -16.036, 0.209, -5.108, 5.473, -11.953, -20.097, -11.183, 0.378, -3.894, -8.116, 8.982, 74.483, a
2.647, -16.038, -1.831, -7.574, 2.285, -10.955, -21.061, -10.450, 2.390, -3.147, -12.410, 7.633, 74.151, a
3.713, -14.437, -1.703, -10.020, -0.237, -13.317, -21.294, -11.273, 2.762, -2.578, -14.021, 4.897, 74.033, a
2.683, -10.375, -0.546, -7.313, -1.852, -11.853, -19.503, -14.218, 3.710, -1.914, -11.659, 1.969, 73.543, a
2.967, -6.974, 1.254, -5.204, -4.957, -8.866, -14.796, -14.293, 2.252, -2.938, -8.252, 4.553, 72.336, a
4.186, -7.280, 0.252, -5.697, -4.025, -5.218, -12.357, -12.221, 3.236, -2.432, -9.366, 7.341, 71.067, a
4.549, -10.066, -2.125, -6.930, 0.509, -5.774, -11.208, -7.647, 5.694, -1.275, -10.438, 6.969, 71.676, a
-2.967, -5.629, -6.343, -2.414, -10.460, -11.362, -2.468, 4.208, 2.165, -8.620, -4.444, 1.977, 76.371, a
4.362, -12.579, -2.118, -6.045, 1.621, -9.271, -11.574, -5.208, 5.875, -4.369, -9.634, 7.672, 73.061, a
3.193, -14.031, 0.413, -4.934, 0.726, -10.407, -10.448, -5.189, 7.573, -6.853, -9.383, 9.749, 74.110, a
2.408, -15.232, 1.227, -3.941, -1.304, -10.440, -9.330, -6.045, 5.552, -7.126, -5.096, 11.386, 74.830, a
2.312, -15.825, 1.898, -4.536, -3.032, -10.055, -6.904, -6.278, 4.724, -6.788, -2.479, 9.827, 75.016, a
2.614, -15.618, 1.088, -3.843, -6.226, -7.602, -5.356, -3.889, 3.164, -5.727, -3.353, 7.494, 75.009, a
2.434, -15.248, 0.850, -3.593, -8.058, -6.700, -4.893, -1.964, 0.972, -4.754, -3.079, 5.505, 75.115, a
2.564, -15.392, 1.569, -3.507, -8.785, -6.607, -4.535, -2.426, 0.632, -5.732, -0.773, 5.331, 74.929, a
2.641, -15.564, 1.877, -5.311, -8.742, -8.151, -3.407, -3.873, 2.491, -7.124, -0.326, 5.062, 74.873, a
2.118, -15.540, 2.882, -6.540, -7.947, -9.320, -3.600, -4.731, 3.743, -7.270, 1.177, 4.395, 74.952, a
1.710, -15.150, 2.772, -8.066, -8.569, -9.571, -3.589, -2.418, 3.647, -6.548, 0.271, 2.422, 75.194, a
-3.458, -4.789, -6.017, -3.026, -10.543, -7.823, -2.092, 3.224, 1.793, -7.666, -2.463, 1.832, 73.521, a
1.892, -13.780, 2.489, -9.032, -10.646, -9.591, -3.650, -0.957, 4.828, -6.663, -0.687, -1.106, 74.982, a
2.081, -12.857, 2.280, -10.436, -12.086, -10.476, -2.504, -1.344, 6.558, -7.726, -0.042, -2.821, 74.979, a
2.535, -12.056, 2.581, -11.714, -13.093, -13.363, -3.868, -4.847, 4.148, -9.765, -0.498, -2.642, 75.148, a
2.911, -11.366, 2.674, -10.372, -9.301, -14.984, -4.446, -7.257, 2.702, -8.051, -1.167, -0.180, 74.848, a
3.224, -8.980, -1.939, -10.990, -4.962, -15.949, -9.162, -10.246, 2.608, -2.810, -3.007, 1.862, 73.941, a
2.784, -6.324, -3.375, -13.522, -0.727, -17.072, -14.944, -12.366, 8.422, -3.524, -7.879, 3.517, 73.166, a
0.991, -9.163, -2.131, -14.040, -3.850, -20.334, -15.657, -13.334, 9.087, -7.463, -11.728, 2.211, 73.480, a
-0.996, -10.823, -1.205, -13.974, -6.774, -24.611, -13.351, -10.745, 6.996, -10.423, -12.385, -0.081, 74.559, a
-1.043, -9.661, -0.341, -13.049, -6.075, -20.444, -6.888, -5.049, 8.277, -12.114, -11.594, 2.832, 75.644, a
-2.005, -10.419, -2.074, -15.063, -8.429, -19.617, -4.578, -5.396, 4.900, -16.321, -12.166, 0.725, 75.820, a
-2.475, -8.031, -7.684, 0.865, -4.093, -3.635, -3.286, 2.923, 6.489, -4.058, -3.769, 1.549, 66.708, a
-2.069, -11.747, -2.383, -17.029, -10.427, -18.740, -2.204, -5.295, 2.273, -17.209, -11.711, -2.294, 76.117, a
-1.703, -11.300, -1.534, -16.613, -9.741, -15.001, 1.048, -2.043, 2.663, -14.769, -8.031, -5.270, 76.762, a
-2.229, -11.866, -2.013, -18.406, -12.388, -14.757, 0.758, -3.904, -0.444, -15.460, -7.162, -9.804, 76.884, a
-1.507, -11.340, -0.234, -18.774, -13.756, -14.585, 0.002, -4.870, -1.612, -13.578, -3.539, -10.346, 76.977, a
-1.175, -10.759, 1.603, -17.705, -14.041, -14.432, -1.972, -3.602, -2.250, -12.630, -3.085, -9.445, 76.569, a
-0.554, -7.554, 2.057, -14.626, -15.702, -13.489, -5.799, -1.313, -4.318, -9.169, -2.232, -5.728, 75.218, a
0.552, -2.030, 5.827, -9.928, -14.798, -11.065, -7.841, 0.474, -6.155, -3.637, -1.851, -4.197, 73.377, a
1.428, -1.176, 8.037, -10.703, -15.091, -9.931, -8.850, -3.086, -2.304, 0.879, -5.037, -4.516, 71.899, a
1.396, -4.061, 9.063, -12.007, -14.092, -12.555, -6.505, -9.256, -0.734, -2.397, -4.735, -2.018, 72.394, a
0.781, -5.629, 7.693, -12.308, -14.026, -15.927, -3.332, -12.079, -1.176, -5.250, -3.611, -1.478, 73.191, a
0.197, -14.652, -6.562, -0.083, 3.056, -0.743, 6.124, 1.478, 11.067, -4.908, -9.062, -1.574, 63.902, a
0.096, -5.772, 5.086, -10.649, -14.576, -17.545, -1.005, -12.987, -1.368, -6.610, -5.080, 0.765, 73.810, a
0.126, -6.453, 4.264, -8.992, -14.439, -17.547, 0.224, -12.240, 0.299, -8.349, -5.776, 4.133, 74.253, a
0.286, -9.142, 3.273, -9.978, -13.333, -19.240, -1.133, -13.812, 1.423, -10.003, -4.122, 3.883, 74.641, a
0.601, -10.317, 2.602, -10.811, -12.393, -19.550, -1.298, -13.078, 4.709, -11.105, -1.407, 3.650, 75.113, a
0.830, -10.652, 1.543, -11.090, -11.701, -18.523, -4.008, -9.605, 6.185, -11.093, -1.528, 2.614, 75.281, a
1.462, -11.497, 0.402, -11.650, -10.952, -18.826, -7.310, -6.131, 5.044, -10.301, -2.905, 1.069, 74.730, a
1.970, -11.177, -0.118, -9.870, -8.490, -19.937, -8.119, -1.694, 6.459, -10.028, -2.040, 3.027, 74.604, a
1.246, -10.291, -1.636, -10.068, -10.098, -21.062, -12.501, 0.095, 9.516, -11.915, -1.675, 3.087, 74.884, a
0.406, -7.922, -4.200, -8.079, -9.605, -17.503, -16.254, -1.794, 11.971, -8.917, -0.412, 3.839, 75.879, a
3.602, 2.624, 9.278, 4.668, -1.747, -5.343, 0.192, -5.522, -5.385, -10.276, -7.899, -1.384, 56.217, b
-1.566, 5.852, 8.170, 0.203, -10.176, -4.498, -5.070, -2.828, -1.025, -1.362, -7.459, -2.902, 52.261, b
-2.364, 3.605, 2.772, -2.358, -9.222, -9.125, -11.974, -8.106, -4.600, -3.844, -2.112, -1.672, 67.246, b
-4.390, 2.375, 3.359, -1.084, -7.936, -6.615, -9.008, -5.540, -3.891, -3.209, -0.234, 1.570, 69.202, b
-3.403, 3.688, 4.481, -0.908, -8.680, -7.013, -8.937, -4.812, -3.123, -2.519, 0.219, 1.660, 67.681, b
1.049, 8.250, 5.997, -3.210, -12.812, -10.584, -10.717, -5.184, -3.722, -3.433, -1.588, -0.709, 61.785, b
5.058, 12.945, 3.436, -8.159, -11.134, -11.747, -9.234, -3.469, -5.394, -4.154, -1.597, -0.358, 57.934, b
5.204, 13.586, 1.703, -7.350, -10.138, -11.103, -9.617, -2.876, -4.140, -4.721, -4.321, -0.563, 57.725, b
5.077, 13.592, 0.245, -6.865, -8.376, -12.280, -9.315, 0.155, -4.488, -6.436, -3.096, -1.146, 57.671, b
5.084, 12.973, -0.966, -6.503, -6.131, -13.835, -9.834, 0.872, -5.873, -9.406, -0.252, 1.296, 57.983, b
5.593, 11.760, -1.622, -4.476, -5.836, -12.264, -10.659, -1.013, -9.410, -9.568, -1.782, 0.051, 58.659, b
